2017-10-14 00:00:00 , 1872115
2017-10-15 00:00:00 , 1028471
2017-10-16 00:00:00 , 1434433
2017-10-17 00:00:00 , 1274497
2017-10-18 00:00:00 , 918567
2017-10-19 00:00:00 , 1286976
2017-10-20 00:00:00 , 1211880
2017-10-21 00:00:00 , 977253
2017-10-22 00:00:00 , 1491771
2017-10-23 00:00:00 , 1411582
2017-10-24 00:00:00 , 1016348
2017-10-25 00:00:00 , 1447929
2017-10-26 00:00:00 , 1387572
2017-10-27 00:00:00 , 1057798
2017-10-28 00:00:00 , 1505543
2017-10-29 00:00:00 , 1440709
2017-10-30 00:00:00 , 1134088
2017-10-31 00:00:00 , 1434024
2017-11-01 00:00:00 , 1306378
2017-11-02 00:00:00 , 965258
2017-11-03 00:00:00 , 1316822
2017-11-04 00:00:00 , 985845
2017-11-05 00:00:00 , 931888
2017-11-06 00:00:00 , 1290728
2017-11-07 00:00:00 , 1210535
2017-11-08 00:00:00 , 954986
2017-11-09 00:00:00 , 1363671
2017-11-10 00:00:00 , 1413365
2017-11-11 00:00:00 , 1298822
2017-11-12 00:00:00 , 2328862
2017-11-13 00:00:00 , 1880710
2017-11-14 00:00:00 , 898547
2017-11-15 00:00:00 , 1276048
2017-11-16 00:00:00 , 1206946
2017-11-17 00:00:00 , 906266
2017-11-18 00:00:00 , 1365544
2017-11-19 00:00:00 , 1286705
2017-11-20 00:00:00 , 970724
2017-11-21 00:00:00 , 1308139
2017-11-22 00:00:00 , 1223100
2017-11-23 00:00:00 , 925962
2017-11-24 00:00:00 , 1386423
2017-11-25 00:00:00 , 1319390
2017-11-26 00:00:00 , 995244
2017-11-27 00:00:00 , 1365656
2017-11-28 00:00:00 , 1305871
2017-11-29 00:00:00 , 981010
2017-11-30 00:00:00 , 1425631
2017-12-01 00:00:00 , 1334807
2017-12-02 00:00:00 , 1021410
2017-12-03 00:00:00 , 1763160
2017-12-04 00:00:00 , 1765830
2017-12-05 00:00:00 , 1597298
2017-12-06 00:00:00 , 1627717
2017-12-07 00:00:00 , 1589619
2017-12-08 00:00:00 , 1283460
2017-12-09 00:00:00 , 1907036
2017-12-10 00:00:00 , 1940908
2017-12-11 00:00:00 , 1677208
2017-12-12 00:00:00 , 2984329
2017-12-13 00:00:00 , 2524946
2017-12-14 00:00:00 , 1342763
2017-12-15 00:00:00 , 1904900
2017-12-16 00:00:00 , 1815581
2017-12-17 00:00:00 , 1415851
2017-12-18 00:00:00 , 1826552
2017-12-19 00:00:00 , 1708774
2017-12-20 00:00:00 , 1241392
2017-12-21 00:00:00 , 1737367
2017-12-22 00:00:00 , 1913008
2017-12-23 00:00:00 , 1364683
2017-12-24 00:00:00 , 1478238
2017-12-25 00:00:00 , 1342886
2017-12-26 00:00:00 , 1024933
2017-12-27 00:00:00 , 1430514
2017-12-28 00:00:00 , 1372474
2017-12-29 00:00:00 , 1026572
2017-12-30 00:00:00 , 1417844
2017-12-31 00:00:00 , 1679457
2018-01-01 00:00:00 , 1351801
2018-01-02 00:00:00 , 2023723
2018-01-03 00:00:00 , 1543211
2018-01-04 00:00:00 , 1180192
2018-01-05 00:00:00 , 1673992
2018-01-06 00:00:00 , 1707847
2018-01-07 00:00:00 , 1451361
2018-01-08 00:00:00 , 1998262
2018-01-09 00:00:00 , 2162133
2018-01-10 00:00:00 , 2330069
2018-01-11 00:00:00 , 2995029
2018-01-12 00:00:00 , 2421592
2018-01-13 00:00:00 , 1152460
2018-01-14 00:00:00 , 2203248
2018-01-15 00:00:00 , 2135716
2018-01-16 00:00:00 , 1871435
2018-01-17 00:00:00 , 1764628
2018-01-18 00:00:00 , 1985953
2018-01-19 00:00:00 , 1492338
2018-01-20 00:00:00 , 2209397
2018-01-21 00:00:00 , 2136402
2018-01-22 00:00:00 , 1592552
2018-01-23 00:00:00 , 2035135
2018-01-24 00:00:00 , 1806885
2018-01-25 00:00:00 , 1308255
2018-01-26 00:00:00 , 1875120
2018-01-27 00:00:00 , 1722011
2018-01-28 00:00:00 , 1388952
2018-01-29 00:00:00 , 1918963
2018-01-30 00:00:00 , 1783279
2018-01-31 00:00:00 , 1343029
2018-02-01 00:00:00 , 1930747
2018-02-02 00:00:00 , 1826320
2018-02-03 00:00:00 , 1455626
2018-02-04 00:00:00 , 2294555
2018-02-05 00:00:00 , 2172449
2018-02-06 00:00:00 , 1612939
2018-02-07 00:00:00 , 2117962
2018-02-08 00:00:00 , 2164330
2018-02-09 00:00:00 , 1819026
2018-02-10 00:00:00 , 3242154
2018-02-11 00:00:00 , 2894633
2018-02-12 00:00:00 , 1405753
2018-02-13 00:00:00 , 1842610
2018-02-14 00:00:00 , 1707899
2018-02-15 00:00:00 , 1324588
2018-02-16 00:00:00 , 2090271
2018-02-17 00:00:00 , 2119260
2018-02-18 00:00:00 , 1716590
2018-02-19 00:00:00 , 2398088
2018-02-20 00:00:00 , 2166449
2018-02-21 00:00:00 , 1552313
2018-02-22 00:00:00 , 2175548
2018-02-23 00:00:00 , 2122606
2018-02-24 00:00:00 , 1756394
